Time_Step,Time_s,FR_hip_command,FR_hip_state,FR_knee_command,FR_knee_state,FR_foot_command,FR_foot_state,BR_hip_command,BR_hip_state,BR_knee_command,BR_knee_state,BR_foot_command,BR_foot_state,BL_hip_command,BL_hip_state,BL_knee_command,BL_knee_state,BL_foot_command,BL_foot_state,FL_hip_command,FL_hip_state,FL_knee_command,FL_knee_state,FL_foot_command,FL_foot_state
50,5.1,-24.55820344158342,-23.358870987454036,31.637137343341763,34.28275596470524,72.7335172791449,74.10462182123389,28.30075576600637,19.40405435276035,53.52162505473767,49.31952506014095,87.60991751917456,82.58100991188658,-12.159595728526515,-14.145998203445409,-30.38544591081618,-34.31128263202832,-64.09731896322957,-66.30519514345616,14.420773127510978,12.527429868683434,-30.782180240859578,-28.57397501581616,-66.20534992257402,-64.96793832527531
51,5.2,-27.349875780069883,-25.166691718133375,31.71893315908164,33.80702625094441,73.89841657493318,75.12722645431468,39.289406862500364,31.97844272890083,31.808256212764075,49.88399761891089,76.71358979582982,82.66774918539228,-10.007979801441346,-12.367092426373063,-29.895677214181838,-34.05002483708525,-61.792656183251516,-64.19100299686554,16.792509120984707,14.485691954143048,-31.095640295429217,-29.02933546267556,-68.12058960225296,-67.4599860826769
52,5.3,-30.23080146970835,-25.83663044174299,31.768202504636474,31.759653726491567,74.8784037270811,74.94166269396081,39.289406862500364,36.752640547906715,31.808256212764075,33.2160072096129,76.71358979582982,75.40038805796829,-10.007979801441346,-10.826602170941497,-29.895677214181838,-31.598182337235414,-61.792656183251516,-61.42035085935095,19.274387356634314,16.78831871445477,-31.33579894564477,-31.591968380024735,-69.84580756625935,-69.44416029772395
53,5.4,-33.190117042971735,-27.944679014851463,31.79424539913732,30.770174545599055,75.67401264797442,75.44430112232304,36.214701282115406,36.06658853483485,31.80531995136064,33.0220430610283,76.2856427651633,75.39381497601697,-18.434948822922006,-13.310034231673608,-52.129275126605485,-34.10390513561987,-82.24534792862798,-70.1428009670304,21.864302742664176,17.954574300873936,-31.512853632058512,-32.01785974682924,-71.38298164287927,-70.59388980846408
54,5.5,-36.21470128211538,-32.92918640891988,31.80531995136064,28.99121411264731,76.2856427651633,76.44920503600399,33.190117042971735,36.21138115653665,31.79424539913732,35.1381178178482,75.67401264797442,75.98415443732947,-28.30075576600637,-18.86195538685266,-53.52162505473767,-50.49860012589414,-87.60991751917459,-82.63869063975369,24.55820344158342,22.105178695853425,-31.637137343341738,-34.90450521101841,-72.73351727914493,-72.26243540973573
55,5.6,-39.289406862500364,-37.6040958776053,31.808256212764075,29.464085549704688,76.71358979582982,76.83910084397002,30.230801469708375,33.07494771877661,31.768202504636474,34.37643152059911,74.8784037270811,74.82145382953905,-39.289406862500364,-33.956775218770744,-31.808256212764075,-50.95133773922494,-76.71358979582979,-76.96179612661554,27.349875780069883,21.8082244121483,-31.718933159081615,-33.414305296592254,-73.89841657493315,-73.64430877117653
56,5.7,-39.289406862500364,-40.20271826334553,31.808256212764075,30.774120385624908,76.71358979582982,79.2294586856,27.349875780069883,30.594064690891386,31.71893315908164,32.035223447840686,73.89841657493318,74.0807885918211,-39.289406862500364,-36.28447643060725,-31.808256212764075,-33.42734631799083,-76.71358979582979,-74.70145964630142,30.23080146970835,25.33755929427596,-31.76820250463645,-32.37528154794145,-74.87840372708108,-74.69843833390851
57,5.8,-28.30075576600637,-39.50514866797257,53.52162505473762,32.347152480938306,87.60991751917456,78.71379367200838,24.558203441583448,29.576220412475916,31.637137343341763,33.27664621994713,72.7335172791449,73.05581675044957,-36.214701282115406,-35.08056165452508,-31.80531995136064,-33.409447355171686,-76.2856427651633,-75.47300169277136,33.190117042971735,27.451728969929036,-31.79424539913732,-31.96193714953289,-75.67401264797442,-75.75215090961628
58,5.9,-18.434948822922006,-26.899132356706435,52.129275126605485,49.51776691087649,82.245347928628,86.5070983079554,21.864302742664176,23.185445471152935,31.512853632058484,33.66071063166723,71.38298164287926,72.31015138670342,-33.190117042971735,-34.6826184914367,-31.79424539913732,-30.067215032188287,-75.67401264797442,-75.7131092117955,36.21470128211538,33.09933121100438,-31.80531995136064,-34.05681831838751,-76.2856427651633,-77.20017750607279
59,6.0,-10.007979801441346,-18.927673573754365,29.895677214181863,48.160424322704856,61.792656183251545,75.15500727960607,19.274387356634314,20.500111499607797,31.33579894564477,31.47924060648622,69.84580756625935,71.29400888387205,-30.230801469708375,-32.900551827181374,-31.768202504636474,-30.67830316570982,-74.8784037270811,-75.20713667121738,39.289406862500364,37.957444581870966,-31.808256212764075,-33.979892327609335,-76.71358979582979,-76.21914694540806
60,6.1,-10.007979801441346,-11.948346552635773,29.895677214181863,30.760614865771647,61.792656183251545,62.85654710939386,16.792509120984707,19.27531602461507,31.095640295429217,31.35884438273877,68.12058960225293,69.6652923466283,-27.349875780069883,-29.486121770750465,-31.718933159081615,-31.847159926352145,-73.89841657493315,-76.40572179932981,39.289406862500364,37.8297540257147,-31.808256212764075,-32.417282819224894,-76.71358979582979,-75.64963667844182
